diff,row_data,predict
38.757476806640625,111.30586242675781,150.06333923339844
34.77442169189453,115.2889175415039,150.06333923339844
41.528831481933594,108.53450775146484,150.06333923339844
38.45403289794922,111.60930633544922,150.06333923339844
40.85389709472656,109.20944213867188,150.06333923339844
8.377243041992188,158.44058227539062,150.06333923339844
38.42573547363281,111.63760375976562,150.06333923339844
29.597496032714844,120.4658432006836,150.06333923339844
2.5359344482421875,152.59927368164062,150.06333923339844
29.657394409179688,120.40594482421875,150.06333923339844
30.803695678710938,180.86703491210938,150.06333923339844
155.04246520996094,305.1058044433594,150.06333923339844
38.11804962158203,111.9452896118164,150.06333923339844
41.848419189453125,108.21492004394531,150.06333923339844
20.280853271484375,129.78248596191406,150.06333923339844
26.767852783203125,123.29548645019531,150.06333923339844
35.318702697753906,114.74463653564453,150.06333923339844
34.00624084472656,116.05709838867188,150.06333923339844
52.18365478515625,202.2469940185547,150.06333923339844
39.283973693847656,110.77936553955078,150.06333923339844
292.4652099609375,442.528564453125,150.06333923339844
38.78349304199219,111.27984619140625,150.06333923339844
293.4649658203125,443.5283203125,150.06333923339844
41.960784912109375,108.10255432128906,150.06333923339844
38.756187438964844,111.3071517944336,150.06333923339844
41.317047119140625,108.74629211425781,150.06333923339844
38.721435546875,111.34190368652344,150.06333923339844
35.96539306640625,114.09794616699219,150.06333923339844
40.676788330078125,109.38655090332031,150.06333923339844
40.342376708984375,109.72096252441406,150.06333923339844
9.010543823242188,141.05279541015625,150.06333923339844
28.8580322265625,178.92137145996094,150.06333923339844
36.5462646484375,113.51707458496094,150.06333923339844
38.54380798339844,111.51953125,150.06333923339844
9.642303466796875,159.7056427001953,150.06333923339844
36.38165283203125,113.68168640136719,150.06333923339844
38.02290344238281,112.04043579101562,150.06333923339844
37.49180603027344,112.571533203125,150.06333923339844
34.45361328125,115.60972595214844,150.06333923339844
24.20562744140625,174.2689666748047,150.06333923339844
38.82148742675781,111.24185180664062,150.06333923339844
41.07313537597656,108.99020385742188,150.06333923339844
38.83180236816406,111.23153686523438,150.06333923339844
